,PANEL,abscisse,ordinate,coord,H_Level_1,H_Level_2,V_Level_1,V_Level_2,V_Level_3,V_Level_4,Target,Modality,Level_1,Performed,Query_number,Result
2392,A.1 General,19,75,S75,Corp rated,below BB-,Amounts applying revised rules for SA and for CCR exposures,Exposures post substitution,CCR,Total,E14,below BB-,Categorie_template_2,True,,1.9062402392000002
2393,A.1 General,20,75,T75,Corp rated,below BB-,Amounts applying revised rules for SA and for CCR exposures,Exposures post substitution,CCR,of which: CCR internal models,E15,below BB-,Categorie_template_2,True,,0.9080483222400001
2394,A.1 General,21,75,U75,Corp rated,below BB-,Amounts applying revised rules for SA and for CCR exposures,Exposures post substitution,,,,below BB-,Categorie_template_2,False,,
2395,A.1 General,22,75,V75,Corp rated,below BB-,Amounts applying revised rules for SA and for CCR exposures,Exposures post substitution,Off-balance sheet exposures (post-CCF post-CRM),Off-balance sheet exposures (post-CCF post-CRM),E16,below BB-,Categorie_template_2,True,,1.7694447994
2396,A.1 General,24,75,X75,Corp rated,below BB-,Amounts applying revised rules for SA and for CCR exposures,RWA,On-balance sheet exposures,On-balance sheet exposures,E18,below BB-,Categorie_template_2,True,,1.3037265641
2397,A.1 General,25,75,Y75,Corp rated,below BB-,Amounts applying revised rules for SA and for CCR exposures,RWA,CCR,CCR,E19,below BB-,Categorie_template_2,True,,2.00317161889
2398,A.1 General,26,75,Z75,Corp rated,below BB-,Amounts applying revised rules for SA and for CCR exposures,RWA,Off-balance sheet exposures,Off-balance sheet exposures,E20,below BB-,Categorie_template_2,True,,0.26273478381000004
2399,A.1 General,30,75,AD75,Corp rated,below BB-,SA-CCR,"CCR exposures evaluated under previous non-internal method (CEM, SM, OEM) (if applicable)","CCR exposures evaluated under previous non-internal method (CEM, SM, OEM) (if applicable)","Exposures
(post-CCF, post-CRM)",E23,below BB-,Categorie_template_2,True,,1.1389567549
2400,A.1 General,31,75,AE75,Corp rated,below BB-,SA-CCR,"CCR exposures evaluated under previous non-internal method (CEM, SM, OEM) (if applicable)","CCR exposures evaluated under previous non-internal method (CEM, SM, OEM) (if applicable)",Difference in RWA,E24,below BB-,Categorie_template_2,True,,1.5201099705
2401,A.1 General,32,75,AF75,Corp rated,below BB-,Output floor,"Full non-modelling approach
Leave empty if IMM not applied","Exposures 
(post-CCF, post-CRM)",Total,E25,below BB-,Categorie_template_2,True,,1.77594737006
2402,A.1 General,33,75,AG75,Corp rated,below BB-,Output floor,"Full non-modelling approach
Leave empty if IMM not applied","Exposures 
(post-CCF, post-CRM)",of which: CCR,E26,below BB-,Categorie_template_2,True,,0.81704187107
2403,A.1 General,34,75,AH75,Corp rated,below BB-,Output floor,"Full non-modelling approach
Leave empty if IMM not applied",RWA,RWA,E27,below BB-,Categorie_template_2,True,,1.9005465047999999
2404,A.1 General,36,75,AJ75,Corp rated,below BB-,EU-specific: transitional SA-CCR application for credit risk output floor,"Full non-modelling approach 
Use of SA-CCR with alpha = 1 for CCR exposures calculated under the IMM for RWA not subject to a floor, and CR-SA for RWA calculation
Leave empty if IMM not applied","Exposures
(post-CCF, post-CRM)",of which: CCR,E29,below BB-,Categorie_template_2,True,,2.1154998575
2405,A.1 General,3,76,C76,,unrated corporate exposures ,Amounts applying national rules at the reporting date,Exposures post substitution,,,,unrated corporate exposures ,Categorie_template_2,False,,
2406,A.1 General,4,76,D76,,unrated corporate exposures ,Amounts applying national rules at the reporting date,Exposures post substitution,On-balance sheet exposures (post-CRM),On-balance sheet exposures (post-CRM),E1,unrated corporate exposures ,Categorie_template_2,False,,
2407,A.1 General,5,76,E76,,unrated corporate exposures ,Amounts applying national rules at the reporting date,Exposures post substitution,CCR,Total,E2,unrated corporate exposures ,Categorie_template_2,False,,
2408,A.1 General,6,76,F76,,unrated corporate exposures ,Amounts applying national rules at the reporting date,Exposures post substitution,CCR,of which: CCR internal models,E3,unrated corporate exposures ,Categorie_template_2,False,,
2409,A.1 General,7,76,G76,,unrated corporate exposures ,Amounts applying national rules at the reporting date,Exposures post substitution,,,,unrated corporate exposures ,Categorie_template_2,False,,
2410,A.1 General,8,76,H76,,unrated corporate exposures ,Amounts applying national rules at the reporting date,Exposures post substitution,Off-balance sheet exposures (post-CCF post-CRM),Off-balance sheet exposures (post-CCF post-CRM),E4,unrated corporate exposures ,Categorie_template_2,False,,
2411,A.1 General,10,76,J76,,unrated corporate exposures ,Amounts applying national rules at the reporting date,RWA,On-balance sheet exposures,On-balance sheet exposures,E6,unrated corporate exposures ,Categorie_template_2,False,,
2412,A.1 General,11,76,K76,,unrated corporate exposures ,Amounts applying national rules at the reporting date,RWA,CCR,CCR,E7,unrated corporate exposures ,Categorie_template_2,False,,
2413,A.1 General,12,76,L76,,unrated corporate exposures ,Amounts applying national rules at the reporting date,RWA,Off-balance sheet exposures,Off-balance sheet exposures,E8,unrated corporate exposures ,Categorie_template_2,False,,
2414,A.1 General,15,76,O76,,unrated corporate exposures ,Amounts applying national rules at the reporting date,Provisions,Specific provisions,Specific provisions,E11,unrated corporate exposures ,Categorie_template_2,False,,
2415,A.1 General,16,76,P76,,unrated corporate exposures ,Amounts applying national rules at the reporting date,Provisions,General provisions,General provisions,E12,unrated corporate exposures ,Categorie_template_2,False,,
2416,A.1 General,17,76,Q76,,unrated corporate exposures ,Amounts applying revised rules for SA and for CCR exposures,Exposures post substitution,,,,unrated corporate exposures ,Categorie_template_2,False,,
2417,A.1 General,18,76,R76,,unrated corporate exposures ,Amounts applying revised rules for SA and for CCR exposures,Exposures post substitution,On-balance sheet exposures (post-CRM),On-balance sheet exposures (post-CRM),E13,unrated corporate exposures ,Categorie_template_2,False,,
2418,A.1 General,19,76,S76,,unrated corporate exposures ,Amounts applying revised rules for SA and for CCR exposures,Exposures post substitution,CCR,Total,E14,unrated corporate exposures ,Categorie_template_2,False,,
2419,A.1 General,20,76,T76,,unrated corporate exposures ,Amounts applying revised rules for SA and for CCR exposures,Exposures post substitution,CCR,of which: CCR internal models,E15,unrated corporate exposures ,Categorie_template_2,False,,
2420,A.1 General,21,76,U76,,unrated corporate exposures ,Amounts applying revised rules for SA and for CCR exposures,Exposures post substitution,,,,unrated corporate exposures ,Categorie_template_2,False,,
2421,A.1 General,22,76,V76,,unrated corporate exposures ,Amounts applying revised rules for SA and for CCR exposures,Exposures post substitution,Off-balance sheet exposures (post-CCF post-CRM),Off-balance sheet exposures (post-CCF post-CRM),E16,unrated corporate exposures ,Categorie_template_2,False,,
2422,A.1 General,24,76,X76,,unrated corporate exposures ,Amounts applying revised rules for SA and for CCR exposures,RWA,On-balance sheet exposures,On-balance sheet exposures,E18,unrated corporate exposures ,Categorie_template_2,False,,
2423,A.1 General,25,76,Y76,,unrated corporate exposures ,Amounts applying revised rules for SA and for CCR exposures,RWA,CCR,CCR,E19,unrated corporate exposures ,Categorie_template_2,False,,
2424,A.1 General,26,76,Z76,,unrated corporate exposures ,Amounts applying revised rules for SA and for CCR exposures,RWA,Off-balance sheet exposures,Off-balance sheet exposures,E20,unrated corporate exposures ,Categorie_template_2,False,,
2425,A.1 General,30,76,AD76,,unrated corporate exposures ,SA-CCR,"CCR exposures evaluated under previous non-internal method (CEM, SM, OEM) (if applicable)","CCR exposures evaluated under previous non-internal method (CEM, SM, OEM) (if applicable)","Exposures
(post-CCF, post-CRM)",E23,unrated corporate exposures ,Categorie_template_2,False,,
2426,A.1 General,31,76,AE76,,unrated corporate exposures ,SA-CCR,"CCR exposures evaluated under previous non-internal method (CEM, SM, OEM) (if applicable)","CCR exposures evaluated under previous non-internal method (CEM, SM, OEM) (if applicable)",Difference in RWA,E24,unrated corporate exposures ,Categorie_template_2,False,,
2427,A.1 General,32,76,AF76,,unrated corporate exposures ,Output floor,"Full non-modelling approach
Leave empty if IMM not applied","Exposures 
(post-CCF, post-CRM)",Total,E25,unrated corporate exposures ,Categorie_template_2,False,,
2428,A.1 General,33,76,AG76,,unrated corporate exposures ,Output floor,"Full non-modelling approach
Leave empty if IMM not applied","Exposures 
(post-CCF, post-CRM)",of which: CCR,E26,unrated corporate exposures ,Categorie_template_2,False,,
2429,A.1 General,34,76,AH76,,unrated corporate exposures ,Output floor,"Full non-modelling approach
Leave empty if IMM not applied",RWA,RWA,E27,unrated corporate exposures ,Categorie_template_2,False,,
2430,A.1 General,36,76,AJ76,,unrated corporate exposures ,EU-specific: transitional SA-CCR application for credit risk output floor,"Full non-modelling approach 
Use of SA-CCR with alpha = 1 for CCR exposures calculated under the IMM for RWA not subject to a floor, and CR-SA for RWA calculation
Leave empty if IMM not applied","Exposures
(post-CCF, post-CRM)",of which: CCR,E29,unrated corporate exposures ,Categorie_template_2,False,,
2431,A.1 General,15,77,O77,,Corporates (excluding SMEs) - rating not allowed; of which:,Amounts applying national rules at the reporting date,Provisions,Specific provisions,Specific provisions,E11,Corporates (excluding SMEs) - rating not allowed; of which:,Categorie_template_1,False,,
2432,A.1 General,16,77,P77,,Corporates (excluding SMEs) - rating not allowed; of which:,Amounts applying national rules at the reporting date,Provisions,General provisions,General provisions,E12,Corporates (excluding SMEs) - rating not allowed; of which:,Categorie_template_1,False,,
2433,A.1 General,3,78,C78,Corp unrated,investment grade,Amounts applying national rules at the reporting date,Exposures post substitution,,,,investment grade,Categorie_template_2,False,,
2434,A.1 General,4,78,D78,Corp unrated,investment grade,Amounts applying national rules at the reporting date,Exposures post substitution,On-balance sheet exposures (post-CRM),On-balance sheet exposures (post-CRM),E1,investment grade,Categorie_template_2,True,,1.3494622968
2435,A.1 General,5,78,E78,Corp unrated,investment grade,Amounts applying national rules at the reporting date,Exposures post substitution,CCR,Total,E2,investment grade,Categorie_template_2,True,,2.2088028378
2436,A.1 General,6,78,F78,Corp unrated,investment grade,Amounts applying national rules at the reporting date,Exposures post substitution,CCR,of which: CCR internal models,E3,investment grade,Categorie_template_2,True,,1.560252999
2437,A.1 General,7,78,G78,Corp unrated,investment grade,Amounts applying national rules at the reporting date,Exposures post substitution,,,,investment grade,Categorie_template_2,False,,
2438,A.1 General,8,78,H78,Corp unrated,investment grade,Amounts applying national rules at the reporting date,Exposures post substitution,Off-balance sheet exposures (post-CCF post-CRM),Off-balance sheet exposures (post-CCF post-CRM),E4,investment grade,Categorie_template_2,True,,0.9331801601999999
2439,A.1 General,10,78,J78,Corp unrated,investment grade,Amounts applying national rules at the reporting date,RWA,On-balance sheet exposures,On-balance sheet exposures,E6,investment grade,Categorie_template_2,True,,1.9426209475
2440,A.1 General,11,78,K78,Corp unrated,investment grade,Amounts applying national rules at the reporting date,RWA,CCR,CCR,E7,investment grade,Categorie_template_2,True,,1.5628396526900001
2441,A.1 General,12,78,L78,Corp unrated,investment grade,Amounts applying national rules at the reporting date,RWA,Off-balance sheet exposures,Off-balance sheet exposures,E8,investment grade,Categorie_template_2,True,,1.7229277004
2442,A.1 General,15,78,O78,Corp unrated,investment grade,Amounts applying national rules at the reporting date,Provisions,Specific provisions,Specific provisions,E11,investment grade,Categorie_template_2,True,,1.4124015971000001
2443,A.1 General,16,78,P78,Corp unrated,investment grade,Amounts applying national rules at the reporting date,Provisions,General provisions,General provisions,E12,investment grade,Categorie_template_2,True,,1.2498128530000001
2444,A.1 General,17,78,Q78,Corp unrated,investment grade,Amounts applying revised rules for SA and for CCR exposures,Exposures post substitution,,,,investment grade,Categorie_template_2,False,,
2445,A.1 General,18,78,R78,Corp unrated,investment grade,Amounts applying revised rules for SA and for CCR exposures,Exposures post substitution,On-balance sheet exposures (post-CRM),On-balance sheet exposures (post-CRM),E13,investment grade,Categorie_template_2,True,,1.6713746182999998
2446,A.1 General,19,78,S78,Corp unrated,investment grade,Amounts applying revised rules for SA and for CCR exposures,Exposures post substitution,CCR,Total,E14,investment grade,Categorie_template_2,True,,1.30760084823
2447,A.1 General,20,78,T78,Corp unrated,investment grade,Amounts applying revised rules for SA and for CCR exposures,Exposures post substitution,CCR,of which: CCR internal models,E15,investment grade,Categorie_template_2,True,,1.5232512385
2448,A.1 General,21,78,U78,Corp unrated,investment grade,Amounts applying revised rules for SA and for CCR exposures,Exposures post substitution,,,,investment grade,Categorie_template_2,False,,
2449,A.1 General,22,78,V78,Corp unrated,investment grade,Amounts applying revised rules for SA and for CCR exposures,Exposures post substitution,Off-balance sheet exposures (post-CCF post-CRM),Off-balance sheet exposures (post-CCF post-CRM),E16,investment grade,Categorie_template_2,True,,2.5268770395
2450,A.1 General,24,78,X78,Corp unrated,investment grade,Amounts applying revised rules for SA and for CCR exposures,RWA,On-balance sheet exposures,On-balance sheet exposures,E18,investment grade,Categorie_template_2,True,,1.2019337934
2451,A.1 General,25,78,Y78,Corp unrated,investment grade,Amounts applying revised rules for SA and for CCR exposures,RWA,CCR,CCR,E19,investment grade,Categorie_template_2,True,,1.9166058812
2452,A.1 General,26,78,Z78,Corp unrated,investment grade,Amounts applying revised rules for SA and for CCR exposures,RWA,Off-balance sheet exposures,Off-balance sheet exposures,E20,investment grade,Categorie_template_2,True,,1.31007795434
2453,A.1 General,30,78,AD78,Corp unrated,investment grade,SA-CCR,"CCR exposures evaluated under previous non-internal method (CEM, SM, OEM) (if applicable)","CCR exposures evaluated under previous non-internal method (CEM, SM, OEM) (if applicable)","Exposures
(post-CCF, post-CRM)",E23,investment grade,Categorie_template_2,True,,1.3162194349999998
2454,A.1 General,31,78,AE78,Corp unrated,investment grade,SA-CCR,"CCR exposures evaluated under previous non-internal method (CEM, SM, OEM) (if applicable)","CCR exposures evaluated under previous non-internal method (CEM, SM, OEM) (if applicable)",Difference in RWA,E24,investment grade,Categorie_template_2,True,,1.3578283037
2455,A.1 General,32,78,AF78,Corp unrated,investment grade,Output floor,"Full non-modelling approach
Leave empty if IMM not applied","Exposures 
(post-CCF, post-CRM)",Total,E25,investment grade,Categorie_template_2,True,,1.8025448571
2456,A.1 General,33,78,AG78,Corp unrated,investment grade,Output floor,"Full non-modelling approach
Leave empty if IMM not applied","Exposures 
(post-CCF, post-CRM)",of which: CCR,E26,investment grade,Categorie_template_2,True,,1.8302726433
2457,A.1 General,34,78,AH78,Corp unrated,investment grade,Output floor,"Full non-modelling approach
Leave empty if IMM not applied",RWA,RWA,E27,investment grade,Categorie_template_2,True,,0.45248648970000005
2458,A.1 General,36,78,AJ78,Corp unrated,investment grade,EU-specific: transitional SA-CCR application for credit risk output floor,"Full non-modelling approach 
Use of SA-CCR with alpha = 1 for CCR exposures calculated under the IMM for RWA not subject to a floor, and CR-SA for RWA calculation
Leave empty if IMM not applied","Exposures
(post-CCF, post-CRM)",of which: CCR,E29,investment grade,Categorie_template_2,True,,0.86321709508
2459,A.1 General,3,79,C79,Corp unrated,not investment grade,Amounts applying national rules at the reporting date,Exposures post substitution,,,,not investment grade,Categorie_template_2,False,,
2460,A.1 General,4,79,D79,Corp unrated,not investment grade,Amounts applying national rules at the reporting date,Exposures post substitution,On-balance sheet exposures (post-CRM),On-balance sheet exposures (post-CRM),E1,not investment grade,Categorie_template_2,True,,2.3885792431
2461,A.1 General,5,79,E79,Corp unrated,not investment grade,Amounts applying national rules at the reporting date,Exposures post substitution,CCR,Total,E2,not investment grade,Categorie_template_2,True,,1.4947359668
2462,A.1 General,6,79,F79,Corp unrated,not investment grade,Amounts applying national rules at the reporting date,Exposures post substitution,CCR,of which: CCR internal models,E3,not investment grade,Categorie_template_2,True,,1.7614516643
2463,A.1 General,7,79,G79,Corp unrated,not investment grade,Amounts applying national rules at the reporting date,Exposures post substitution,,,,not investment grade,Categorie_template_2,False,,
2464,A.1 General,8,79,H79,Corp unrated,not investment grade,Amounts applying national rules at the reporting date,Exposures post substitution,Off-balance sheet exposures (post-CCF post-CRM),Off-balance sheet exposures (post-CCF post-CRM),E4,not investment grade,Categorie_template_2,True,,2.1578806356
2465,A.1 General,10,79,J79,Corp unrated,not investment grade,Amounts applying national rules at the reporting date,RWA,On-balance sheet exposures,On-balance sheet exposures,E6,not investment grade,Categorie_template_2,True,,1.280706472
2466,A.1 General,11,79,K79,Corp unrated,not investment grade,Amounts applying national rules at the reporting date,RWA,CCR,CCR,E7,not investment grade,Categorie_template_2,True,,1.78707967139
2467,A.1 General,12,79,L79,Corp unrated,not investment grade,Amounts applying national rules at the reporting date,RWA,Off-balance sheet exposures,Off-balance sheet exposures,E8,not investment grade,Categorie_template_2,True,,0.6425906288625
2468,A.1 General,15,79,O79,Corp unrated,not investment grade,Amounts applying national rules at the reporting date,Provisions,Specific provisions,Specific provisions,E11,not investment grade,Categorie_template_2,True,,0.68843257938
2469,A.1 General,16,79,P79,Corp unrated,not investment grade,Amounts applying national rules at the reporting date,Provisions,General provisions,General provisions,E12,not investment grade,Categorie_template_2,True,,1.9300929586
2470,A.1 General,17,79,Q79,Corp unrated,not investment grade,Amounts applying revised rules for SA and for CCR exposures,Exposures post substitution,,,,not investment grade,Categorie_template_2,False,,
2471,A.1 General,18,79,R79,Corp unrated,not investment grade,Amounts applying revised rules for SA and for CCR exposures,Exposures post substitution,On-balance sheet exposures (post-CRM),On-balance sheet exposures (post-CRM),E13,not investment grade,Categorie_template_2,True,,0.9727383848000001
2472,A.1 General,19,79,S79,Corp unrated,not investment grade,Amounts applying revised rules for SA and for CCR exposures,Exposures post substitution,CCR,Total,E14,not investment grade,Categorie_template_2,True,,1.3633789091
2473,A.1 General,20,79,T79,Corp unrated,not investment grade,Amounts applying revised rules for SA and for CCR exposures,Exposures post substitution,CCR,of which: CCR internal models,E15,not investment grade,Categorie_template_2,True,,1.4179942349999999
2474,A.1 General,21,79,U79,Corp unrated,not investment grade,Amounts applying revised rules for SA and for CCR exposures,Exposures post substitution,,,,not investment grade,Categorie_template_2,False,,
2475,A.1 General,22,79,V79,Corp unrated,not investment grade,Amounts applying revised rules for SA and for CCR exposures,Exposures post substitution,Off-balance sheet exposures (post-CCF post-CRM),Off-balance sheet exposures (post-CCF post-CRM),E16,not investment grade,Categorie_template_2,True,,2.3008600156999996
2476,A.1 General,24,79,X79,Corp unrated,not investment grade,Amounts applying revised rules for SA and for CCR exposures,RWA,On-balance sheet exposures,On-balance sheet exposures,E18,not investment grade,Categorie_template_2,True,,1.01482822218
2477,A.1 General,25,79,Y79,Corp unrated,not investment grade,Amounts applying revised rules for SA and for CCR exposures,RWA,CCR,CCR,E19,not investment grade,Categorie_template_2,True,,2.1206654837
2478,A.1 General,26,79,Z79,Corp unrated,not investment grade,Amounts applying revised rules for SA and for CCR exposures,RWA,Off-balance sheet exposures,Off-balance sheet exposures,E20,not investment grade,Categorie_template_2,True,,1.58906333735
2479,A.1 General,30,79,AD79,Corp unrated,not investment grade,SA-CCR,"CCR exposures evaluated under previous non-internal method (CEM, SM, OEM) (if applicable)","CCR exposures evaluated under previous non-internal method (CEM, SM, OEM) (if applicable)","Exposures
(post-CCF, post-CRM)",E23,not investment grade,Categorie_template_2,True,,1.305032596698
2480,A.1 General,31,79,AE79,Corp unrated,not investment grade,SA-CCR,"CCR exposures evaluated under previous non-internal method (CEM, SM, OEM) (if applicable)","CCR exposures evaluated under previous non-internal method (CEM, SM, OEM) (if applicable)",Difference in RWA,E24,not investment grade,Categorie_template_2,True,,1.6654977314
2481,A.1 General,32,79,AF79,Corp unrated,not investment grade,Output floor,"Full non-modelling approach
Leave empty if IMM not applied","Exposures 
(post-CCF, post-CRM)",Total,E25,not investment grade,Categorie_template_2,True,,0.31614161208
2482,A.1 General,33,79,AG79,Corp unrated,not investment grade,Output floor,"Full non-modelling approach
Leave empty if IMM not applied","Exposures 
(post-CCF, post-CRM)",of which: CCR,E26,not investment grade,Categorie_template_2,True,,1.4675138213
2483,A.1 General,34,79,AH79,Corp unrated,not investment grade,Output floor,"Full non-modelling approach
Leave empty if IMM not applied",RWA,RWA,E27,not investment grade,Categorie_template_2,True,,1.5931869346
2484,A.1 General,36,79,AJ79,Corp unrated,not investment grade,EU-specific: transitional SA-CCR application for credit risk output floor,"Full non-modelling approach 
Use of SA-CCR with alpha = 1 for CCR exposures calculated under the IMM for RWA not subject to a floor, and CR-SA for RWA calculation
Leave empty if IMM not applied","Exposures
(post-CCF, post-CRM)",of which: CCR,E29,not investment grade,Categorie_template_2,True,,1.6782635150999998
2485,A.1 General,3,80,C80,,Corporate SME exposures,Amounts applying national rules at the reporting date,Exposures post substitution,,,,Corporate SME exposures,Categorie_template_1,False,,
2486,A.1 General,4,80,D80,,Corporate SME exposures,Amounts applying national rules at the reporting date,Exposures post substitution,On-balance sheet exposures (post-CRM),On-balance sheet exposures (post-CRM),E1,Corporate SME exposures,Categorie_template_1,False,,
2487,A.1 General,5,80,E80,,Corporate SME exposures,Amounts applying national rules at the reporting date,Exposures post substitution,CCR,Total,E2,Corporate SME exposures,Categorie_template_1,False,,
2488,A.1 General,6,80,F80,,Corporate SME exposures,Amounts applying national rules at the reporting date,Exposures post substitution,CCR,of which: CCR internal models,E3,Corporate SME exposures,Categorie_template_1,False,,
2489,A.1 General,7,80,G80,,Corporate SME exposures,Amounts applying national rules at the reporting date,Exposures post substitution,,,,Corporate SME exposures,Categorie_template_1,False,,
2490,A.1 General,8,80,H80,,Corporate SME exposures,Amounts applying national rules at the reporting date,Exposures post substitution,Off-balance sheet exposures (post-CCF post-CRM),Off-balance sheet exposures (post-CCF post-CRM),E4,Corporate SME exposures,Categorie_template_1,False,,
2491,A.1 General,10,80,J80,,Corporate SME exposures,Amounts applying national rules at the reporting date,RWA,On-balance sheet exposures,On-balance sheet exposures,E6,Corporate SME exposures,Categorie_template_1,False,,
2492,A.1 General,11,80,K80,,Corporate SME exposures,Amounts applying national rules at the reporting date,RWA,CCR,CCR,E7,Corporate SME exposures,Categorie_template_1,False,,
2493,A.1 General,12,80,L80,,Corporate SME exposures,Amounts applying national rules at the reporting date,RWA,Off-balance sheet exposures,Off-balance sheet exposures,E8,Corporate SME exposures,Categorie_template_1,False,,
2494,A.1 General,15,80,O80,,Corporate SME exposures,Amounts applying national rules at the reporting date,Provisions,Specific provisions,Specific provisions,E11,Corporate SME exposures,Categorie_template_1,False,,
2495,A.1 General,16,80,P80,,Corporate SME exposures,Amounts applying national rules at the reporting date,Provisions,General provisions,General provisions,E12,Corporate SME exposures,Categorie_template_1,False,,
2496,A.1 General,17,80,Q80,,Corporate SME exposures,Amounts applying revised rules for SA and for CCR exposures,Exposures post substitution,,,,Corporate SME exposures,Categorie_template_1,False,,
2497,A.1 General,18,80,R80,,Corporate SME exposures,Amounts applying revised rules for SA and for CCR exposures,Exposures post substitution,On-balance sheet exposures (post-CRM),On-balance sheet exposures (post-CRM),E13,Corporate SME exposures,Categorie_template_1,False,,
2498,A.1 General,19,80,S80,,Corporate SME exposures,Amounts applying revised rules for SA and for CCR exposures,Exposures post substitution,CCR,Total,E14,Corporate SME exposures,Categorie_template_1,False,,
2499,A.1 General,20,80,T80,,Corporate SME exposures,Amounts applying revised rules for SA and for CCR exposures,Exposures post substitution,CCR,of which: CCR internal models,E15,Corporate SME exposures,Categorie_template_1,False,,
2500,A.1 General,21,80,U80,,Corporate SME exposures,Amounts applying revised rules for SA and for CCR exposures,Exposures post substitution,,,,Corporate SME exposures,Categorie_template_1,False,,
2501,A.1 General,22,80,V80,,Corporate SME exposures,Amounts applying revised rules for SA and for CCR exposures,Exposures post substitution,Off-balance sheet exposures (post-CCF post-CRM),Off-balance sheet exposures (post-CCF post-CRM),E16,Corporate SME exposures,Categorie_template_1,False,,
2502,A.1 General,24,80,X80,,Corporate SME exposures,Amounts applying revised rules for SA and for CCR exposures,RWA,On-balance sheet exposures,On-balance sheet exposures,E18,Corporate SME exposures,Categorie_template_1,False,,
2503,A.1 General,25,80,Y80,,Corporate SME exposures,Amounts applying revised rules for SA and for CCR exposures,RWA,CCR,CCR,E19,Corporate SME exposures,Categorie_template_1,False,,
2504,A.1 General,26,80,Z80,,Corporate SME exposures,Amounts applying revised rules for SA and for CCR exposures,RWA,Off-balance sheet exposures,Off-balance sheet exposures,E20,Corporate SME exposures,Categorie_template_1,False,,
2505,A.1 General,30,80,AD80,,Corporate SME exposures,SA-CCR,"CCR exposures evaluated under previous non-internal method (CEM, SM, OEM) (if applicable)","CCR exposures evaluated under previous non-internal method (CEM, SM, OEM) (if applicable)","Exposures
(post-CCF, post-CRM)",E23,Corporate SME exposures,Categorie_template_1,False,,
2506,A.1 General,31,80,AE80,,Corporate SME exposures,SA-CCR,"CCR exposures evaluated under previous non-internal method (CEM, SM, OEM) (if applicable)","CCR exposures evaluated under previous non-internal method (CEM, SM, OEM) (if applicable)",Difference in RWA,E24,Corporate SME exposures,Categorie_template_1,False,,
2507,A.1 General,32,80,AF80,,Corporate SME exposures,Output floor,"Full non-modelling approach
Leave empty if IMM not applied","Exposures 
(post-CCF, post-CRM)",Total,E25,Corporate SME exposures,Categorie_template_1,False,,
2508,A.1 General,33,80,AG80,,Corporate SME exposures,Output floor,"Full non-modelling approach
Leave empty if IMM not applied","Exposures 
(post-CCF, post-CRM)",of which: CCR,E26,Corporate SME exposures,Categorie_template_1,False,,
2509,A.1 General,34,80,AH80,,Corporate SME exposures,Output floor,"Full non-modelling approach
Leave empty if IMM not applied",RWA,RWA,E27,Corporate SME exposures,Categorie_template_1,False,,
2510,A.1 General,36,80,AJ80,,Corporate SME exposures,EU-specific: transitional SA-CCR application for credit risk output floor,"Full non-modelling approach 
Use of SA-CCR with alpha = 1 for CCR exposures calculated under the IMM for RWA not subject to a floor, and CR-SA for RWA calculation
Leave empty if IMM not applied","Exposures
(post-CCF, post-CRM)",of which: CCR,E29,Corporate SME exposures,Categorie_template_1,False,,
2511,A.1 General,15,81,O81,,Specialised lending; of which:,Amounts applying national rules at the reporting date,Provisions,Specific provisions,Specific provisions,E11,Specialised lending; of which:,Categorie_template_1,False,,
2512,A.1 General,16,81,P81,,Specialised lending; of which:,Amounts applying national rules at the reporting date,Provisions,General provisions,General provisions,E12,Specialised lending; of which:,Categorie_template_1,False,,
2513,A.1 General,3,82,C82,Specialised Lending,rated (only for jurisdictions where rating is allowed),Amounts applying national rules at the reporting date,Exposures post substitution,,,,rated (only for jurisdictions where rating is allowed),Categorie_template_2,False,,
2514,A.1 General,4,82,D82,Specialised Lending,rated (only for jurisdictions where rating is allowed),Amounts applying national rules at the reporting date,Exposures post substitution,On-balance sheet exposures (post-CRM),On-balance sheet exposures (post-CRM),E1,rated (only for jurisdictions where rating is allowed),Categorie_template_2,True,,0.8479916987
2515,A.1 General,5,82,E82,Specialised Lending,rated (only for jurisdictions where rating is allowed),Amounts applying national rules at the reporting date,Exposures post substitution,CCR,Total,E2,rated (only for jurisdictions where rating is allowed),Categorie_template_2,True,,0.9078084996
2516,A.1 General,6,82,F82,Specialised Lending,rated (only for jurisdictions where rating is allowed),Amounts applying national rules at the reporting date,Exposures post substitution,CCR,of which: CCR internal models,E3,rated (only for jurisdictions where rating is allowed),Categorie_template_2,True,,1.7316998581
2517,A.1 General,7,82,G82,Specialised Lending,rated (only for jurisdictions where rating is allowed),Amounts applying national rules at the reporting date,Exposures post substitution,,,,rated (only for jurisdictions where rating is allowed),Categorie_template_2,False,,
2518,A.1 General,8,82,H82,Specialised Lending,rated (only for jurisdictions where rating is allowed),Amounts applying national rules at the reporting date,Exposures post substitution,Off-balance sheet exposures (post-CCF post-CRM),Off-balance sheet exposures (post-CCF post-CRM),E4,rated (only for jurisdictions where rating is allowed),Categorie_template_2,True,,1.9199518974999998
2519,A.1 General,10,82,J82,Specialised Lending,rated (only for jurisdictions where rating is allowed),Amounts applying national rules at the reporting date,RWA,On-balance sheet exposures,On-balance sheet exposures,E6,rated (only for jurisdictions where rating is allowed),Categorie_template_2,True,,0.38260364796
2520,A.1 General,11,82,K82,Specialised Lending,rated (only for jurisdictions where rating is allowed),Amounts applying national rules at the reporting date,RWA,CCR,CCR,E7,rated (only for jurisdictions where rating is allowed),Categorie_template_2,True,,2.0803789393
