,PANEL,abscisse,ordinate,coord,H_Level_1,H_Level_2,V_Level_1,V_Level_2,V_Level_3,V_Level_4,Target,Modality,Level_1,Performed,Query_number,Result
3075,A.1 General,34,107,AH107,Whole Loan,60% <LTV ≤ 80%,Output floor,"Full non-modelling approach
Leave empty if IMM not applied",RWA,RWA,E27,60% <LTV ≤ 80%,Categorie_template_2,False,,
3076,A.1 General,36,107,AJ107,Whole Loan,60% <LTV ≤ 80%,EU-specific: transitional SA-CCR application for credit risk output floor,"Full non-modelling approach 
Use of SA-CCR with alpha = 1 for CCR exposures calculated under the IMM for RWA not subject to a floor, and CR-SA for RWA calculation
Leave empty if IMM not applied","Exposures
(post-CCF, post-CRM)",of which: CCR,E29,60% <LTV ≤ 80%,Categorie_template_2,False,,
3077,A.1 General,36,107,AJ107,Whole Loan,60% <LTV ≤ 80%,EU-specific: transitional SA-CCR application for credit risk output floor,"Full non-modelling approach 
Use of SA-CCR with alpha = 1 for CCR exposures calculated under the IMM for RWA not subject to a floor, and CR-SA for RWA calculation
Leave empty if IMM not applied","Exposures
(post-CCF, post-CRM)",of which: CCR,E29,60% <LTV ≤ 80%,Categorie_template_2,False,,
3078,A.1 General,3,108,C108,Whole Loan,80% <LTV ≤ 90%,Amounts applying national rules at the reporting date,Exposures post substitution,,,,80% <LTV ≤ 90%,Categorie_template_2,False,,
3079,A.1 General,3,108,C108,Whole Loan,80% <LTV ≤ 90%,Amounts applying national rules at the reporting date,Exposures post substitution,,,,80% <LTV ≤ 90%,Categorie_template_2,False,,
3080,A.1 General,4,108,D108,Whole Loan,80% <LTV ≤ 90%,Amounts applying national rules at the reporting date,Exposures post substitution,On-balance sheet exposures (post-CRM),On-balance sheet exposures (post-CRM),E1,80% <LTV ≤ 90%,Categorie_template_2,False,,
3081,A.1 General,4,108,D108,Whole Loan,80% <LTV ≤ 90%,Amounts applying national rules at the reporting date,Exposures post substitution,On-balance sheet exposures (post-CRM),On-balance sheet exposures (post-CRM),E1,80% <LTV ≤ 90%,Categorie_template_2,False,,
3082,A.1 General,5,108,E108,Whole Loan,80% <LTV ≤ 90%,Amounts applying national rules at the reporting date,Exposures post substitution,CCR,Total,E2,80% <LTV ≤ 90%,Categorie_template_2,False,,
3083,A.1 General,5,108,E108,Whole Loan,80% <LTV ≤ 90%,Amounts applying national rules at the reporting date,Exposures post substitution,CCR,Total,E2,80% <LTV ≤ 90%,Categorie_template_2,False,,
3084,A.1 General,6,108,F108,Whole Loan,80% <LTV ≤ 90%,Amounts applying national rules at the reporting date,Exposures post substitution,CCR,of which: CCR internal models,E3,80% <LTV ≤ 90%,Categorie_template_2,False,,
3085,A.1 General,6,108,F108,Whole Loan,80% <LTV ≤ 90%,Amounts applying national rules at the reporting date,Exposures post substitution,CCR,of which: CCR internal models,E3,80% <LTV ≤ 90%,Categorie_template_2,False,,
3086,A.1 General,7,108,G108,Whole Loan,80% <LTV ≤ 90%,Amounts applying national rules at the reporting date,Exposures post substitution,,,,80% <LTV ≤ 90%,Categorie_template_2,False,,
3087,A.1 General,7,108,G108,Whole Loan,80% <LTV ≤ 90%,Amounts applying national rules at the reporting date,Exposures post substitution,,,,80% <LTV ≤ 90%,Categorie_template_2,False,,
3088,A.1 General,8,108,H108,Whole Loan,80% <LTV ≤ 90%,Amounts applying national rules at the reporting date,Exposures post substitution,Off-balance sheet exposures (post-CCF post-CRM),Off-balance sheet exposures (post-CCF post-CRM),E4,80% <LTV ≤ 90%,Categorie_template_2,False,,
3089,A.1 General,8,108,H108,Whole Loan,80% <LTV ≤ 90%,Amounts applying national rules at the reporting date,Exposures post substitution,Off-balance sheet exposures (post-CCF post-CRM),Off-balance sheet exposures (post-CCF post-CRM),E4,80% <LTV ≤ 90%,Categorie_template_2,False,,
3090,A.1 General,10,108,J108,Whole Loan,80% <LTV ≤ 90%,Amounts applying national rules at the reporting date,RWA,On-balance sheet exposures,On-balance sheet exposures,E6,80% <LTV ≤ 90%,Categorie_template_2,False,,
3091,A.1 General,10,108,J108,Whole Loan,80% <LTV ≤ 90%,Amounts applying national rules at the reporting date,RWA,On-balance sheet exposures,On-balance sheet exposures,E6,80% <LTV ≤ 90%,Categorie_template_2,False,,
3092,A.1 General,11,108,K108,Whole Loan,80% <LTV ≤ 90%,Amounts applying national rules at the reporting date,RWA,CCR,CCR,E7,80% <LTV ≤ 90%,Categorie_template_2,False,,
3093,A.1 General,11,108,K108,Whole Loan,80% <LTV ≤ 90%,Amounts applying national rules at the reporting date,RWA,CCR,CCR,E7,80% <LTV ≤ 90%,Categorie_template_2,False,,
3094,A.1 General,12,108,L108,Whole Loan,80% <LTV ≤ 90%,Amounts applying national rules at the reporting date,RWA,Off-balance sheet exposures,Off-balance sheet exposures,E8,80% <LTV ≤ 90%,Categorie_template_2,False,,
3095,A.1 General,12,108,L108,Whole Loan,80% <LTV ≤ 90%,Amounts applying national rules at the reporting date,RWA,Off-balance sheet exposures,Off-balance sheet exposures,E8,80% <LTV ≤ 90%,Categorie_template_2,False,,
3096,A.1 General,15,108,O108,Whole Loan,80% <LTV ≤ 90%,Amounts applying national rules at the reporting date,Provisions,Specific provisions,Specific provisions,E11,80% <LTV ≤ 90%,Categorie_template_2,False,,
3097,A.1 General,15,108,O108,Whole Loan,80% <LTV ≤ 90%,Amounts applying national rules at the reporting date,Provisions,Specific provisions,Specific provisions,E11,80% <LTV ≤ 90%,Categorie_template_2,False,,
3098,A.1 General,16,108,P108,Whole Loan,80% <LTV ≤ 90%,Amounts applying national rules at the reporting date,Provisions,General provisions,General provisions,E12,80% <LTV ≤ 90%,Categorie_template_2,False,,
3099,A.1 General,16,108,P108,Whole Loan,80% <LTV ≤ 90%,Amounts applying national rules at the reporting date,Provisions,General provisions,General provisions,E12,80% <LTV ≤ 90%,Categorie_template_2,False,,
3100,A.1 General,17,108,Q108,Whole Loan,80% <LTV ≤ 90%,Amounts applying revised rules for SA and for CCR exposures,Exposures post substitution,,,,80% <LTV ≤ 90%,Categorie_template_2,False,,
3101,A.1 General,17,108,Q108,Whole Loan,80% <LTV ≤ 90%,Amounts applying revised rules for SA and for CCR exposures,Exposures post substitution,,,,80% <LTV ≤ 90%,Categorie_template_2,False,,
3102,A.1 General,18,108,R108,Whole Loan,80% <LTV ≤ 90%,Amounts applying revised rules for SA and for CCR exposures,Exposures post substitution,On-balance sheet exposures (post-CRM),On-balance sheet exposures (post-CRM),E13,80% <LTV ≤ 90%,Categorie_template_2,False,,
3103,A.1 General,18,108,R108,Whole Loan,80% <LTV ≤ 90%,Amounts applying revised rules for SA and for CCR exposures,Exposures post substitution,On-balance sheet exposures (post-CRM),On-balance sheet exposures (post-CRM),E13,80% <LTV ≤ 90%,Categorie_template_2,False,,
3104,A.1 General,19,108,S108,Whole Loan,80% <LTV ≤ 90%,Amounts applying revised rules for SA and for CCR exposures,Exposures post substitution,CCR,Total,E14,80% <LTV ≤ 90%,Categorie_template_2,False,,
3105,A.1 General,19,108,S108,Whole Loan,80% <LTV ≤ 90%,Amounts applying revised rules for SA and for CCR exposures,Exposures post substitution,CCR,Total,E14,80% <LTV ≤ 90%,Categorie_template_2,False,,
3106,A.1 General,20,108,T108,Whole Loan,80% <LTV ≤ 90%,Amounts applying revised rules for SA and for CCR exposures,Exposures post substitution,CCR,of which: CCR internal models,E15,80% <LTV ≤ 90%,Categorie_template_2,False,,
3107,A.1 General,20,108,T108,Whole Loan,80% <LTV ≤ 90%,Amounts applying revised rules for SA and for CCR exposures,Exposures post substitution,CCR,of which: CCR internal models,E15,80% <LTV ≤ 90%,Categorie_template_2,False,,
3108,A.1 General,21,108,U108,Whole Loan,80% <LTV ≤ 90%,Amounts applying revised rules for SA and for CCR exposures,Exposures post substitution,,,,80% <LTV ≤ 90%,Categorie_template_2,False,,
3109,A.1 General,21,108,U108,Whole Loan,80% <LTV ≤ 90%,Amounts applying revised rules for SA and for CCR exposures,Exposures post substitution,,,,80% <LTV ≤ 90%,Categorie_template_2,False,,
3110,A.1 General,22,108,V108,Whole Loan,80% <LTV ≤ 90%,Amounts applying revised rules for SA and for CCR exposures,Exposures post substitution,Off-balance sheet exposures (post-CCF post-CRM),Off-balance sheet exposures (post-CCF post-CRM),E16,80% <LTV ≤ 90%,Categorie_template_2,False,,
3111,A.1 General,22,108,V108,Whole Loan,80% <LTV ≤ 90%,Amounts applying revised rules for SA and for CCR exposures,Exposures post substitution,Off-balance sheet exposures (post-CCF post-CRM),Off-balance sheet exposures (post-CCF post-CRM),E16,80% <LTV ≤ 90%,Categorie_template_2,False,,
3112,A.1 General,24,108,X108,Whole Loan,80% <LTV ≤ 90%,Amounts applying revised rules for SA and for CCR exposures,RWA,On-balance sheet exposures,On-balance sheet exposures,E18,80% <LTV ≤ 90%,Categorie_template_2,False,,
3113,A.1 General,24,108,X108,Whole Loan,80% <LTV ≤ 90%,Amounts applying revised rules for SA and for CCR exposures,RWA,On-balance sheet exposures,On-balance sheet exposures,E18,80% <LTV ≤ 90%,Categorie_template_2,False,,
3114,A.1 General,25,108,Y108,Whole Loan,80% <LTV ≤ 90%,Amounts applying revised rules for SA and for CCR exposures,RWA,CCR,CCR,E19,80% <LTV ≤ 90%,Categorie_template_2,False,,
3115,A.1 General,25,108,Y108,Whole Loan,80% <LTV ≤ 90%,Amounts applying revised rules for SA and for CCR exposures,RWA,CCR,CCR,E19,80% <LTV ≤ 90%,Categorie_template_2,False,,
3116,A.1 General,26,108,Z108,Whole Loan,80% <LTV ≤ 90%,Amounts applying revised rules for SA and for CCR exposures,RWA,Off-balance sheet exposures,Off-balance sheet exposures,E20,80% <LTV ≤ 90%,Categorie_template_2,False,,
3117,A.1 General,26,108,Z108,Whole Loan,80% <LTV ≤ 90%,Amounts applying revised rules for SA and for CCR exposures,RWA,Off-balance sheet exposures,Off-balance sheet exposures,E20,80% <LTV ≤ 90%,Categorie_template_2,False,,
3118,A.1 General,30,108,AD108,Whole Loan,80% <LTV ≤ 90%,SA-CCR,"CCR exposures evaluated under previous non-internal method (CEM, SM, OEM) (if applicable)","CCR exposures evaluated under previous non-internal method (CEM, SM, OEM) (if applicable)","Exposures
(post-CCF, post-CRM)",E23,80% <LTV ≤ 90%,Categorie_template_2,False,,
3119,A.1 General,30,108,AD108,Whole Loan,80% <LTV ≤ 90%,SA-CCR,"CCR exposures evaluated under previous non-internal method (CEM, SM, OEM) (if applicable)","CCR exposures evaluated under previous non-internal method (CEM, SM, OEM) (if applicable)","Exposures
(post-CCF, post-CRM)",E23,80% <LTV ≤ 90%,Categorie_template_2,False,,
3120,A.1 General,31,108,AE108,Whole Loan,80% <LTV ≤ 90%,SA-CCR,"CCR exposures evaluated under previous non-internal method (CEM, SM, OEM) (if applicable)","CCR exposures evaluated under previous non-internal method (CEM, SM, OEM) (if applicable)",Difference in RWA,E24,80% <LTV ≤ 90%,Categorie_template_2,False,,
3121,A.1 General,31,108,AE108,Whole Loan,80% <LTV ≤ 90%,SA-CCR,"CCR exposures evaluated under previous non-internal method (CEM, SM, OEM) (if applicable)","CCR exposures evaluated under previous non-internal method (CEM, SM, OEM) (if applicable)",Difference in RWA,E24,80% <LTV ≤ 90%,Categorie_template_2,False,,
3122,A.1 General,32,108,AF108,Whole Loan,80% <LTV ≤ 90%,Output floor,"Full non-modelling approach
Leave empty if IMM not applied","Exposures 
(post-CCF, post-CRM)",Total,E25,80% <LTV ≤ 90%,Categorie_template_2,False,,
3123,A.1 General,32,108,AF108,Whole Loan,80% <LTV ≤ 90%,Output floor,"Full non-modelling approach
Leave empty if IMM not applied","Exposures 
(post-CCF, post-CRM)",Total,E25,80% <LTV ≤ 90%,Categorie_template_2,False,,
3124,A.1 General,33,108,AG108,Whole Loan,80% <LTV ≤ 90%,Output floor,"Full non-modelling approach
Leave empty if IMM not applied","Exposures 
(post-CCF, post-CRM)",of which: CCR,E26,80% <LTV ≤ 90%,Categorie_template_2,False,,
3125,A.1 General,33,108,AG108,Whole Loan,80% <LTV ≤ 90%,Output floor,"Full non-modelling approach
Leave empty if IMM not applied","Exposures 
(post-CCF, post-CRM)",of which: CCR,E26,80% <LTV ≤ 90%,Categorie_template_2,False,,
3126,A.1 General,34,108,AH108,Whole Loan,80% <LTV ≤ 90%,Output floor,"Full non-modelling approach
Leave empty if IMM not applied",RWA,RWA,E27,80% <LTV ≤ 90%,Categorie_template_2,False,,
3127,A.1 General,34,108,AH108,Whole Loan,80% <LTV ≤ 90%,Output floor,"Full non-modelling approach
Leave empty if IMM not applied",RWA,RWA,E27,80% <LTV ≤ 90%,Categorie_template_2,False,,
3128,A.1 General,36,108,AJ108,Whole Loan,80% <LTV ≤ 90%,EU-specific: transitional SA-CCR application for credit risk output floor,"Full non-modelling approach 
Use of SA-CCR with alpha = 1 for CCR exposures calculated under the IMM for RWA not subject to a floor, and CR-SA for RWA calculation
Leave empty if IMM not applied","Exposures
(post-CCF, post-CRM)",of which: CCR,E29,80% <LTV ≤ 90%,Categorie_template_2,False,,
3129,A.1 General,36,108,AJ108,Whole Loan,80% <LTV ≤ 90%,EU-specific: transitional SA-CCR application for credit risk output floor,"Full non-modelling approach 
Use of SA-CCR with alpha = 1 for CCR exposures calculated under the IMM for RWA not subject to a floor, and CR-SA for RWA calculation
Leave empty if IMM not applied","Exposures
(post-CCF, post-CRM)",of which: CCR,E29,80% <LTV ≤ 90%,Categorie_template_2,False,,
3130,A.1 General,3,109,C109,Whole Loan,90% <LTV ≤ 100%,Amounts applying national rules at the reporting date,Exposures post substitution,,,,90% <LTV ≤ 100%,Categorie_template_2,False,,
3131,A.1 General,3,109,C109,Whole Loan,90% <LTV ≤ 100%,Amounts applying national rules at the reporting date,Exposures post substitution,,,,90% <LTV ≤ 100%,Categorie_template_2,False,,
3132,A.1 General,4,109,D109,Whole Loan,90% <LTV ≤ 100%,Amounts applying national rules at the reporting date,Exposures post substitution,On-balance sheet exposures (post-CRM),On-balance sheet exposures (post-CRM),E1,90% <LTV ≤ 100%,Categorie_template_2,False,,
3133,A.1 General,4,109,D109,Whole Loan,90% <LTV ≤ 100%,Amounts applying national rules at the reporting date,Exposures post substitution,On-balance sheet exposures (post-CRM),On-balance sheet exposures (post-CRM),E1,90% <LTV ≤ 100%,Categorie_template_2,False,,
3134,A.1 General,5,109,E109,Whole Loan,90% <LTV ≤ 100%,Amounts applying national rules at the reporting date,Exposures post substitution,CCR,Total,E2,90% <LTV ≤ 100%,Categorie_template_2,False,,
3135,A.1 General,5,109,E109,Whole Loan,90% <LTV ≤ 100%,Amounts applying national rules at the reporting date,Exposures post substitution,CCR,Total,E2,90% <LTV ≤ 100%,Categorie_template_2,False,,
3136,A.1 General,6,109,F109,Whole Loan,90% <LTV ≤ 100%,Amounts applying national rules at the reporting date,Exposures post substitution,CCR,of which: CCR internal models,E3,90% <LTV ≤ 100%,Categorie_template_2,False,,
3137,A.1 General,6,109,F109,Whole Loan,90% <LTV ≤ 100%,Amounts applying national rules at the reporting date,Exposures post substitution,CCR,of which: CCR internal models,E3,90% <LTV ≤ 100%,Categorie_template_2,False,,
3138,A.1 General,7,109,G109,Whole Loan,90% <LTV ≤ 100%,Amounts applying national rules at the reporting date,Exposures post substitution,,,,90% <LTV ≤ 100%,Categorie_template_2,False,,
3139,A.1 General,7,109,G109,Whole Loan,90% <LTV ≤ 100%,Amounts applying national rules at the reporting date,Exposures post substitution,,,,90% <LTV ≤ 100%,Categorie_template_2,False,,
3140,A.1 General,8,109,H109,Whole Loan,90% <LTV ≤ 100%,Amounts applying national rules at the reporting date,Exposures post substitution,Off-balance sheet exposures (post-CCF post-CRM),Off-balance sheet exposures (post-CCF post-CRM),E4,90% <LTV ≤ 100%,Categorie_template_2,False,,
3141,A.1 General,8,109,H109,Whole Loan,90% <LTV ≤ 100%,Amounts applying national rules at the reporting date,Exposures post substitution,Off-balance sheet exposures (post-CCF post-CRM),Off-balance sheet exposures (post-CCF post-CRM),E4,90% <LTV ≤ 100%,Categorie_template_2,False,,
3142,A.1 General,10,109,J109,Whole Loan,90% <LTV ≤ 100%,Amounts applying national rules at the reporting date,RWA,On-balance sheet exposures,On-balance sheet exposures,E6,90% <LTV ≤ 100%,Categorie_template_2,False,,
3143,A.1 General,10,109,J109,Whole Loan,90% <LTV ≤ 100%,Amounts applying national rules at the reporting date,RWA,On-balance sheet exposures,On-balance sheet exposures,E6,90% <LTV ≤ 100%,Categorie_template_2,False,,
3144,A.1 General,11,109,K109,Whole Loan,90% <LTV ≤ 100%,Amounts applying national rules at the reporting date,RWA,CCR,CCR,E7,90% <LTV ≤ 100%,Categorie_template_2,False,,
3145,A.1 General,11,109,K109,Whole Loan,90% <LTV ≤ 100%,Amounts applying national rules at the reporting date,RWA,CCR,CCR,E7,90% <LTV ≤ 100%,Categorie_template_2,False,,
3146,A.1 General,12,109,L109,Whole Loan,90% <LTV ≤ 100%,Amounts applying national rules at the reporting date,RWA,Off-balance sheet exposures,Off-balance sheet exposures,E8,90% <LTV ≤ 100%,Categorie_template_2,False,,
3147,A.1 General,12,109,L109,Whole Loan,90% <LTV ≤ 100%,Amounts applying national rules at the reporting date,RWA,Off-balance sheet exposures,Off-balance sheet exposures,E8,90% <LTV ≤ 100%,Categorie_template_2,False,,
3148,A.1 General,15,109,O109,Whole Loan,90% <LTV ≤ 100%,Amounts applying national rules at the reporting date,Provisions,Specific provisions,Specific provisions,E11,90% <LTV ≤ 100%,Categorie_template_2,False,,
3149,A.1 General,15,109,O109,Whole Loan,90% <LTV ≤ 100%,Amounts applying national rules at the reporting date,Provisions,Specific provisions,Specific provisions,E11,90% <LTV ≤ 100%,Categorie_template_2,False,,
3150,A.1 General,16,109,P109,Whole Loan,90% <LTV ≤ 100%,Amounts applying national rules at the reporting date,Provisions,General provisions,General provisions,E12,90% <LTV ≤ 100%,Categorie_template_2,False,,
3151,A.1 General,16,109,P109,Whole Loan,90% <LTV ≤ 100%,Amounts applying national rules at the reporting date,Provisions,General provisions,General provisions,E12,90% <LTV ≤ 100%,Categorie_template_2,False,,
3152,A.1 General,17,109,Q109,Whole Loan,90% <LTV ≤ 100%,Amounts applying revised rules for SA and for CCR exposures,Exposures post substitution,,,,90% <LTV ≤ 100%,Categorie_template_2,False,,
3153,A.1 General,17,109,Q109,Whole Loan,90% <LTV ≤ 100%,Amounts applying revised rules for SA and for CCR exposures,Exposures post substitution,,,,90% <LTV ≤ 100%,Categorie_template_2,False,,
3154,A.1 General,18,109,R109,Whole Loan,90% <LTV ≤ 100%,Amounts applying revised rules for SA and for CCR exposures,Exposures post substitution,On-balance sheet exposures (post-CRM),On-balance sheet exposures (post-CRM),E13,90% <LTV ≤ 100%,Categorie_template_2,False,,
3155,A.1 General,18,109,R109,Whole Loan,90% <LTV ≤ 100%,Amounts applying revised rules for SA and for CCR exposures,Exposures post substitution,On-balance sheet exposures (post-CRM),On-balance sheet exposures (post-CRM),E13,90% <LTV ≤ 100%,Categorie_template_2,False,,
3156,A.1 General,19,109,S109,Whole Loan,90% <LTV ≤ 100%,Amounts applying revised rules for SA and for CCR exposures,Exposures post substitution,CCR,Total,E14,90% <LTV ≤ 100%,Categorie_template_2,False,,
3157,A.1 General,19,109,S109,Whole Loan,90% <LTV ≤ 100%,Amounts applying revised rules for SA and for CCR exposures,Exposures post substitution,CCR,Total,E14,90% <LTV ≤ 100%,Categorie_template_2,False,,
3158,A.1 General,20,109,T109,Whole Loan,90% <LTV ≤ 100%,Amounts applying revised rules for SA and for CCR exposures,Exposures post substitution,CCR,of which: CCR internal models,E15,90% <LTV ≤ 100%,Categorie_template_2,False,,
3159,A.1 General,20,109,T109,Whole Loan,90% <LTV ≤ 100%,Amounts applying revised rules for SA and for CCR exposures,Exposures post substitution,CCR,of which: CCR internal models,E15,90% <LTV ≤ 100%,Categorie_template_2,False,,
3160,A.1 General,21,109,U109,Whole Loan,90% <LTV ≤ 100%,Amounts applying revised rules for SA and for CCR exposures,Exposures post substitution,,,,90% <LTV ≤ 100%,Categorie_template_2,False,,
3161,A.1 General,21,109,U109,Whole Loan,90% <LTV ≤ 100%,Amounts applying revised rules for SA and for CCR exposures,Exposures post substitution,,,,90% <LTV ≤ 100%,Categorie_template_2,False,,
3162,A.1 General,22,109,V109,Whole Loan,90% <LTV ≤ 100%,Amounts applying revised rules for SA and for CCR exposures,Exposures post substitution,Off-balance sheet exposures (post-CCF post-CRM),Off-balance sheet exposures (post-CCF post-CRM),E16,90% <LTV ≤ 100%,Categorie_template_2,False,,
3163,A.1 General,22,109,V109,Whole Loan,90% <LTV ≤ 100%,Amounts applying revised rules for SA and for CCR exposures,Exposures post substitution,Off-balance sheet exposures (post-CCF post-CRM),Off-balance sheet exposures (post-CCF post-CRM),E16,90% <LTV ≤ 100%,Categorie_template_2,False,,
3164,A.1 General,24,109,X109,Whole Loan,90% <LTV ≤ 100%,Amounts applying revised rules for SA and for CCR exposures,RWA,On-balance sheet exposures,On-balance sheet exposures,E18,90% <LTV ≤ 100%,Categorie_template_2,False,,
3165,A.1 General,24,109,X109,Whole Loan,90% <LTV ≤ 100%,Amounts applying revised rules for SA and for CCR exposures,RWA,On-balance sheet exposures,On-balance sheet exposures,E18,90% <LTV ≤ 100%,Categorie_template_2,False,,
3166,A.1 General,25,109,Y109,Whole Loan,90% <LTV ≤ 100%,Amounts applying revised rules for SA and for CCR exposures,RWA,CCR,CCR,E19,90% <LTV ≤ 100%,Categorie_template_2,False,,
3167,A.1 General,25,109,Y109,Whole Loan,90% <LTV ≤ 100%,Amounts applying revised rules for SA and for CCR exposures,RWA,CCR,CCR,E19,90% <LTV ≤ 100%,Categorie_template_2,False,,
3168,A.1 General,26,109,Z109,Whole Loan,90% <LTV ≤ 100%,Amounts applying revised rules for SA and for CCR exposures,RWA,Off-balance sheet exposures,Off-balance sheet exposures,E20,90% <LTV ≤ 100%,Categorie_template_2,False,,
3169,A.1 General,26,109,Z109,Whole Loan,90% <LTV ≤ 100%,Amounts applying revised rules for SA and for CCR exposures,RWA,Off-balance sheet exposures,Off-balance sheet exposures,E20,90% <LTV ≤ 100%,Categorie_template_2,False,,
3170,A.1 General,30,109,AD109,Whole Loan,90% <LTV ≤ 100%,SA-CCR,"CCR exposures evaluated under previous non-internal method (CEM, SM, OEM) (if applicable)","CCR exposures evaluated under previous non-internal method (CEM, SM, OEM) (if applicable)","Exposures
(post-CCF, post-CRM)",E23,90% <LTV ≤ 100%,Categorie_template_2,False,,
3171,A.1 General,30,109,AD109,Whole Loan,90% <LTV ≤ 100%,SA-CCR,"CCR exposures evaluated under previous non-internal method (CEM, SM, OEM) (if applicable)","CCR exposures evaluated under previous non-internal method (CEM, SM, OEM) (if applicable)","Exposures
(post-CCF, post-CRM)",E23,90% <LTV ≤ 100%,Categorie_template_2,False,,
3172,A.1 General,31,109,AE109,Whole Loan,90% <LTV ≤ 100%,SA-CCR,"CCR exposures evaluated under previous non-internal method (CEM, SM, OEM) (if applicable)","CCR exposures evaluated under previous non-internal method (CEM, SM, OEM) (if applicable)",Difference in RWA,E24,90% <LTV ≤ 100%,Categorie_template_2,False,,
3173,A.1 General,31,109,AE109,Whole Loan,90% <LTV ≤ 100%,SA-CCR,"CCR exposures evaluated under previous non-internal method (CEM, SM, OEM) (if applicable)","CCR exposures evaluated under previous non-internal method (CEM, SM, OEM) (if applicable)",Difference in RWA,E24,90% <LTV ≤ 100%,Categorie_template_2,False,,
3174,A.1 General,32,109,AF109,Whole Loan,90% <LTV ≤ 100%,Output floor,"Full non-modelling approach
Leave empty if IMM not applied","Exposures 
(post-CCF, post-CRM)",Total,E25,90% <LTV ≤ 100%,Categorie_template_2,False,,
3175,A.1 General,32,109,AF109,Whole Loan,90% <LTV ≤ 100%,Output floor,"Full non-modelling approach
Leave empty if IMM not applied","Exposures 
(post-CCF, post-CRM)",Total,E25,90% <LTV ≤ 100%,Categorie_template_2,False,,
3176,A.1 General,33,109,AG109,Whole Loan,90% <LTV ≤ 100%,Output floor,"Full non-modelling approach
Leave empty if IMM not applied","Exposures 
(post-CCF, post-CRM)",of which: CCR,E26,90% <LTV ≤ 100%,Categorie_template_2,False,,
3177,A.1 General,33,109,AG109,Whole Loan,90% <LTV ≤ 100%,Output floor,"Full non-modelling approach
Leave empty if IMM not applied","Exposures 
(post-CCF, post-CRM)",of which: CCR,E26,90% <LTV ≤ 100%,Categorie_template_2,False,,
3178,A.1 General,34,109,AH109,Whole Loan,90% <LTV ≤ 100%,Output floor,"Full non-modelling approach
Leave empty if IMM not applied",RWA,RWA,E27,90% <LTV ≤ 100%,Categorie_template_2,False,,
3179,A.1 General,34,109,AH109,Whole Loan,90% <LTV ≤ 100%,Output floor,"Full non-modelling approach
Leave empty if IMM not applied",RWA,RWA,E27,90% <LTV ≤ 100%,Categorie_template_2,False,,
3180,A.1 General,36,109,AJ109,Whole Loan,90% <LTV ≤ 100%,EU-specific: transitional SA-CCR application for credit risk output floor,"Full non-modelling approach 
Use of SA-CCR with alpha = 1 for CCR exposures calculated under the IMM for RWA not subject to a floor, and CR-SA for RWA calculation
Leave empty if IMM not applied","Exposures
(post-CCF, post-CRM)",of which: CCR,E29,90% <LTV ≤ 100%,Categorie_template_2,False,,
3181,A.1 General,36,109,AJ109,Whole Loan,90% <LTV ≤ 100%,EU-specific: transitional SA-CCR application for credit risk output floor,"Full non-modelling approach 
Use of SA-CCR with alpha = 1 for CCR exposures calculated under the IMM for RWA not subject to a floor, and CR-SA for RWA calculation
Leave empty if IMM not applied","Exposures
(post-CCF, post-CRM)",of which: CCR,E29,90% <LTV ≤ 100%,Categorie_template_2,False,,
3182,A.1 General,3,110,C110,Whole Loan,LTV > 100%,Amounts applying national rules at the reporting date,Exposures post substitution,,,,LTV > 100%,Categorie_template_2,False,,
3183,A.1 General,3,110,C110,Whole Loan,LTV > 100%,Amounts applying national rules at the reporting date,Exposures post substitution,,,,LTV > 100%,Categorie_template_2,False,,
3184,A.1 General,4,110,D110,Whole Loan,LTV > 100%,Amounts applying national rules at the reporting date,Exposures post substitution,On-balance sheet exposures (post-CRM),On-balance sheet exposures (post-CRM),E1,LTV > 100%,Categorie_template_2,False,,
3185,A.1 General,4,110,D110,Whole Loan,LTV > 100%,Amounts applying national rules at the reporting date,Exposures post substitution,On-balance sheet exposures (post-CRM),On-balance sheet exposures (post-CRM),E1,LTV > 100%,Categorie_template_2,False,,
3186,A.1 General,5,110,E110,Whole Loan,LTV > 100%,Amounts applying national rules at the reporting date,Exposures post substitution,CCR,Total,E2,LTV > 100%,Categorie_template_2,False,,
3187,A.1 General,5,110,E110,Whole Loan,LTV > 100%,Amounts applying national rules at the reporting date,Exposures post substitution,CCR,Total,E2,LTV > 100%,Categorie_template_2,False,,
3188,A.1 General,6,110,F110,Whole Loan,LTV > 100%,Amounts applying national rules at the reporting date,Exposures post substitution,CCR,of which: CCR internal models,E3,LTV > 100%,Categorie_template_2,False,,
3189,A.1 General,6,110,F110,Whole Loan,LTV > 100%,Amounts applying national rules at the reporting date,Exposures post substitution,CCR,of which: CCR internal models,E3,LTV > 100%,Categorie_template_2,False,,
3190,A.1 General,7,110,G110,Whole Loan,LTV > 100%,Amounts applying national rules at the reporting date,Exposures post substitution,,,,LTV > 100%,Categorie_template_2,False,,
3191,A.1 General,7,110,G110,Whole Loan,LTV > 100%,Amounts applying national rules at the reporting date,Exposures post substitution,,,,LTV > 100%,Categorie_template_2,False,,
3192,A.1 General,8,110,H110,Whole Loan,LTV > 100%,Amounts applying national rules at the reporting date,Exposures post substitution,Off-balance sheet exposures (post-CCF post-CRM),Off-balance sheet exposures (post-CCF post-CRM),E4,LTV > 100%,Categorie_template_2,False,,
